Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
South,Chalky,Barley,499.923555,30.42439624,TRUE,FALSE,Rainy,124,4.619685876
West,Peaty,Cotton,644.5042689,24.45318456,TRUE,TRUE,Sunny,89,6.238937981
East,Chalky,Rice,215.2967022,34.26853795,TRUE,TRUE,Cloudy,103,4.039487975
North,Chalky,Soybean,675.4369977,16.49753796,TRUE,TRUE,Sunny,83,6.57916679
East,Sandy,Soybean,562.5262177,39.96114117,TRUE,FALSE,Sunny,144,5.502080802
North,Loam,Wheat,112.398294,34.14978697,FALSE,TRUE,Cloudy,85,2.54902175
East,Clay,Soybean,257.1829168,33.58929686,TRUE,FALSE,Cloudy,63,3.338275511
East,Silt,Wheat,590.0850676,19.3819237,TRUE,TRUE,Cloudy,102,6.165835381
North,Silt,Cotton,689.4876305,24.70440776,TRUE,FALSE,Sunny,105,5.74480853
North,Chalky,Soybean,664.7930093,29.14889804,TRUE,FALSE,Sunny,74,5.854634839
East,Loam,Barley,279.4627726,36.10297946,FALSE,TRUE,Cloudy,142,2.446531624
East,Clay,Maize,870.9336214,26.47357544,FALSE,FALSE,Rainy,143,4.432249578
East,Clay,Maize,801.9315772,24.73370942,FALSE,TRUE,Rainy,113,5.801225453
West,Sandy,Soybean,589.7302561,29.25587018,TRUE,FALSE,Rainy,107,4.806527224
West,Sandy,Cotton,555.0473489,36.07517877,FALSE,TRUE,Rainy,101,4.309130324
South,Peaty,Cotton,742.6012698,38.45331336,FALSE,FALSE,Sunny,77,4.823239234
West,Sandy,Soybean,363.7282749,27.01496483,FALSE,TRUE,Sunny,73,3.195310025
West,Chalky,Soybean,471.0424741,18.21705517,TRUE,TRUE,Sunny,69,5.214310811
North,Clay,Cotton,612.498687,33.66187952,FALSE,TRUE,Rainy,61,4.895020464
South,Peaty,Barley,947.4859522,35.2656541,FALSE,TRUE,Rainy,118,6.297920529
South,Loam,Maize,185.9354906,35.27074722,FALSE,TRUE,Sunny,64,3.842379833
West,Loam,Rice,505.9301554,18.92727753,FALSE,FALSE,Rainy,108,2.688980488
North,Peaty,Barley,209.4905726,16.73252476,TRUE,FALSE,Rainy,143,3.644037368
North,Clay,Cotton,887.3144732,38.74957756,TRUE,FALSE,Sunny,147,5.47256692
South,Clay,Wheat,447.0544133,26.21116388,FALSE,FALSE,Rainy,109,3.206013115
North,Sandy,Rice,895.5014233,38.68707348,FALSE,TRUE,Rainy,144,6.513161633
East,Chalky,Cotton,623.524482,21.9016915,FALSE,FALSE,Sunny,66,2.907269792
West,Silt,Soybean,796.6450618,15.49823813,TRUE,FALSE,Rainy,131,5.871827846
East,Clay,Wheat,619.4479511,36.32041764,TRUE,TRUE,Rainy,128,5.867237632
South,Sandy,Maize,831.3529279,16.13923798,TRUE,TRUE,Rainy,107,6.860501189
South,Clay,Wheat,929.6652682,28.8683087,TRUE,TRUE,Sunny,115,7.526929817
North,Sandy,Wheat,608.8387329,25.75337468,FALSE,FALSE,Cloudy,95,4.135745365
North,Clay,Wheat,298.1549359,35.23800197,FALSE,FALSE,Cloudy,105,2.201607758
South,Silt,Rice,778.4475138,19.45295302,TRUE,FALSE,Rainy,126,5.705107227
South,Silt,Wheat,821.5785232,24.94138447,FALSE,FALSE,Sunny,61,5.012063249
East,Chalky,Soybean,440.0835226,22.69076645,FALSE,TRUE,Sunny,124,4.097145414
East,Clay,Cotton,106.6822125,18.68059755,FALSE,FALSE,Sunny,64,0.409558401
North,Clay,Cotton,110.3307901,36.69542499,FALSE,FALSE,Sunny,120,1.154120218
East,Loam,Rice,419.99597,27.39402631,TRUE,FALSE,Cloudy,105,3.822038145
North,Clay,Maize,593.3755538,19.71730162,FALSE,FALSE,Cloudy,88,2.340775742
North,Sandy,Cotton,290.6897598,23.86060373,TRUE,TRUE,Cloudy,101,4.912017031
West,Peaty,Cotton,375.8632918,15.82644661,FALSE,TRUE,Cloudy,107,3.397756512
North,Silt,Rice,843.344647,29.44565684,TRUE,FALSE,Sunny,83,5.936766987
East,Chalky,Cotton,274.173226,20.05345262,FALSE,FALSE,Rainy,148,1.097598126
South,Chalky,Wheat,496.7199805,25.91421855,FALSE,TRUE,Sunny,123,4.383037141
South,Loam,Cotton,917.6595721,15.5165194,TRUE,FALSE,Rainy,114,6.848008017
East,Sandy,Wheat,983.4760321,28.71469156,FALSE,FALSE,Cloudy,104,5.076176031
South,Silt,Rice,732.4539374,19.21204042,FALSE,FALSE,Cloudy,129,3.707521942
North,Peaty,Wheat,680.3173578,20.02262748,FALSE,FALSE,Sunny,77,3.398378967
South,Loam,Barley,840.3077578,24.09086449,TRUE,FALSE,Rainy,65,5.947540177
East,Chalky,Cotton,585.5527664,22.72392477,TRUE,TRUE,Sunny,82,5.558257934
South,Peaty,Barley,792.5439879,38.72097183,FALSE,FALSE,Rainy,111,5.546768467
North,Peaty,Cotton,222.0819733,15.50685033,FALSE,FALSE,Rainy,114,1.416618398
North,Loam,Soybean,995.8247598,15.53692378,TRUE,FALSE,Cloudy,145,6.823043913
East,Sandy,Maize,317.67958,23.84077795,TRUE,TRUE,Rainy,85,4.368258807
East,Clay,Maize,782.9057165,34.96551114,TRUE,TRUE,Cloudy,123,7.825786734
East,Peaty,Barley,559.8886816,36.91782772,FALSE,TRUE,Cloudy,78,5.268760623
West,Sandy,Rice,299.1061796,15.50819639,FALSE,FALSE,Rainy,121,1.839554115
West,Chalky,Cotton,623.0582981,24.02023067,FALSE,FALSE,Sunny,132,3.31871082
North,Loam,Rice,777.1831961,29.20758043,TRUE,FALSE,Cloudy,129,6.487988987
West,Chalky,Cotton,108.0793572,23.19531614,TRUE,FALSE,Rainy,76,2.937480509
West,Loam,Wheat,634.5435346,15.84446038,TRUE,FALSE,Rainy,139,4.582034019
South,Clay,Wheat,587.8505003,38.94552665,TRUE,TRUE,Cloudy,99,5.673339276
West,Chalky,Barley,532.3391394,31.40192298,TRUE,FALSE,Rainy,98,4.03062358
South,Silt,Cotton,667.351471,35.6528193,TRUE,FALSE,Cloudy,91,5.436853062
East,Silt,Barley,535.5243702,39.79648878,FALSE,TRUE,Sunny,144,5.67219234
South,Loam,Cotton,496.9768937,39.06734038,TRUE,FALSE,Rainy,140,5.357021434
South,Silt,Maize,219.0784565,21.95040212,TRUE,TRUE,Cloudy,87,4.2541066
East,Chalky,Rice,559.3337639,34.77839573,TRUE,TRUE,Rainy,132,6.306225939
East,Silt,Cotton,192.4690455,17.17320588,TRUE,TRUE,Cloudy,129,4.726644584
North,Peaty,Soybean,268.2885342,31.84586792,TRUE,TRUE,Rainy,60,4.327050233
North,Clay,Cotton,701.5759307,30.61462594,TRUE,FALSE,Cloudy,90,6.024070935
North,Chalky,Wheat,839.2181158,17.32108732,FALSE,FALSE,Cloudy,149,4.469993066
North,Sandy,Soybean,278.6962408,21.92200131,FALSE,FALSE,Rainy,113,2.256223689
South,Peaty,Cotton,386.1059042,23.21157131,FALSE,FALSE,Rainy,61,2.405853353
South,Sandy,Soybean,993.8401277,23.75306335,FALSE,FALSE,Rainy,112,5.402210738
North,Clay,Cotton,720.2917792,20.41760018,TRUE,TRUE,Sunny,92,6.646451756
West,Chalky,Wheat,351.7386431,29.8215859,FALSE,FALSE,Rainy,80,3.421327354
North,Silt,Soybean,826.3688147,39.38989396,TRUE,TRUE,Sunny,149,7.720565564
West,Loam,Rice,893.0129299,16.94709501,FALSE,TRUE,Sunny,87,6.300866242
East,Peaty,Maize,870.1972673,33.06848445,TRUE,FALSE,Cloudy,75,5.93991886
South,Chalky,Soybean,990.611126,38.94584052,FALSE,TRUE,Sunny,71,7.076575863
South,Peaty,Rice,861.3751033,34.0920068,FALSE,TRUE,Sunny,138,5.722549964
West,Sandy,Soybean,368.0436595,31.69055734,FALSE,FALSE,Rainy,84,2.624011949
North,Chalky,Maize,212.5354978,35.29003679,FALSE,TRUE,Sunny,114,3.150020125
South,Sandy,Maize,352.209285,22.42369901,FALSE,FALSE,Cloudy,86,2.250341192
West,Chalky,Cotton,417.7959713,38.50516137,TRUE,TRUE,Sunny,86,5.278273873
East,Peaty,Barley,522.7986261,37.36042098,FALSE,FALSE,Rainy,65,4.549538531
East,Silt,Barley,446.0063394,33.29949785,TRUE,FALSE,Cloudy,76,4.104360221
South,Clay,Cotton,833.0023205,15.27298272,FALSE,FALSE,Rainy,149,5.303813426
North,Clay,Maize,401.2638567,33.28596715,FALSE,FALSE,Rainy,67,2.253331852
West,Chalky,Wheat,384.642863,17.51843452,TRUE,FALSE,Cloudy,90,4.017556715
South,Silt,Rice,549.7832645,30.39796179,FALSE,TRUE,Cloudy,133,4.296176823
East,Chalky,Wheat,884.5061138,16.10623393,FALSE,FALSE,Cloudy,76,5.03466033
North,Silt,Barley,656.6738187,29.72230194,FALSE,FALSE,Rainy,133,3.75673827
West,Sandy,Maize,752.143335,30.18321096,TRUE,FALSE,Sunny,81,6.141996632
South,Chalky,Rice,567.4475476,35.32637395,TRUE,FALSE,Sunny,66,5.313781608
West,Peaty,Maize,610.3930604,33.91134671,FALSE,TRUE,Rainy,141,5.147177195
North,Chalky,Soybean,267.1139101,23.43906967,TRUE,TRUE,Sunny,80,5.32726686
North,Chalky,Barley,928.4532924,32.11585699,FALSE,TRUE,Sunny,145,6.807740724
East,Chalky,Soybean,646.9831623,33.06165478,TRUE,TRUE,Cloudy,116,6.040087868
North,Clay,Rice,823.1399235,24.64419044,FALSE,TRUE,Rainy,131,5.426749959
South,Peaty,Barley,855.6629597,36.32528888,TRUE,FALSE,Sunny,118,6.980929036
West,Clay,Barley,167.1790895,26.64464969,TRUE,TRUE,Cloudy,137,3.975831764
North,Peaty,Rice,552.0523386,18.05799046,TRUE,TRUE,Cloudy,95,5.684401111
North,Clay,Barley,703.9697137,15.50877079,FALSE,TRUE,Cloudy,136,4.770893213
South,Loam,Soybean,730.7643524,33.56128577,TRUE,TRUE,Rainy,146,7.637448196
West,Loam,Barley,396.3061616,22.37138095,FALSE,FALSE,Sunny,145,3.242354628
West,Clay,Barley,204.6386614,15.34918512,TRUE,FALSE,Rainy,130,2.986788019
East,Loam,Soybean,352.9674093,32.58733523,FALSE,FALSE,Sunny,109,2.64341193
East,Peaty,Maize,916.685012,34.28733088,FALSE,TRUE,Cloudy,75,6.303137835
West,Peaty,Maize,189.5499789,15.84403325,FALSE,FALSE,Sunny,147,1.616547444
South,Peaty,Maize,463.4167268,18.07517152,FALSE,FALSE,Sunny,107,3.03111564
South,Loam,Wheat,264.5267909,32.5691373,FALSE,TRUE,Cloudy,124,2.735237413
East,Clay,Rice,828.1706409,22.51340257,TRUE,FALSE,Sunny,108,6.567696771
North,Peaty,Rice,994.1530195,24.48722511,TRUE,FALSE,Sunny,79,7.796867379
South,Loam,Maize,387.5939569,36.80388439,TRUE,TRUE,Sunny,84,5.201757648
North,Loam,Rice,472.6429286,19.03395557,FALSE,FALSE,Cloudy,69,3.133328255
South,Chalky,Soybean,670.716946,15.1390713,FALSE,FALSE,Cloudy,148,3.994365372
West,Chalky,Wheat,618.3917038,28.08849541,FALSE,TRUE,Rainy,98,4.882159052
East,Silt,Soybean,196.8930813,38.15263214,TRUE,TRUE,Cloudy,128,5.295315065
North,Sandy,Maize,920.6335214,35.23138251,TRUE,TRUE,Sunny,109,7.276132709
North,Peaty,Cotton,968.654618,27.15372439,TRUE,TRUE,Rainy,67,7.932415739
West,Clay,Maize,643.35943,17.75897317,TRUE,FALSE,Cloudy,60,4.642329409
South,Peaty,Wheat,725.9074074,27.10633494,FALSE,TRUE,Rainy,75,5.038168161
North,Silt,Maize,538.4714849,20.23515561,TRUE,FALSE,Sunny,122,3.966865745
South,Peaty,Soybean,163.7029475,21.39884086,TRUE,FALSE,Rainy,126,2.85862694
West,Peaty,Barley,312.6018175,35.71470866,TRUE,TRUE,Cloudy,81,4.245274122
East,Peaty,Barley,414.4259138,18.45304767,TRUE,FALSE,Rainy,127,3.538318927
North,Peaty,Wheat,927.7643943,35.82595294,FALSE,FALSE,Cloudy,139,5.478717375
South,Silt,Soybean,143.3305734,18.14911874,TRUE,TRUE,Rainy,78,4.818024274
North,Clay,Barley,445.8077717,24.29793833,FALSE,FALSE,Rainy,61,3.516815306
South,Clay,Rice,817.0853665,28.29988608,TRUE,FALSE,Sunny,124,7.057949152
South,Clay,Rice,425.5088787,34.42295453,TRUE,FALSE,Sunny,121,4.791056773
South,Loam,Barley,788.1588112,32.41534127,TRUE,FALSE,Cloudy,96,6.743169081
West,Clay,Wheat,722.263603,19.27290671,FALSE,FALSE,Rainy,90,3.931524067
East,Chalky,Maize,901.2266359,15.42353347,TRUE,TRUE,Cloudy,138,7.533664559
North,Silt,Rice,498.0127922,37.11940745,FALSE,TRUE,Sunny,63,4.658590454
East,Loam,Soybean,812.3648636,38.91717349,FALSE,TRUE,Cloudy,129,6.328249785
South,Silt,Wheat,942.6360156,36.2264325,FALSE,TRUE,Sunny,120,6.541645377
South,Clay,Maize,724.0546738,18.99983012,FALSE,TRUE,Rainy,84,5.22333861
East,Sandy,Cotton,227.3209582,33.70572066,FALSE,FALSE,Sunny,89,0.398197472
East,Silt,Maize,100.105325,39.34463367,TRUE,FALSE,Cloudy,81,1.746274079
North,Chalky,Maize,693.6864594,33.23859315,FALSE,TRUE,Sunny,102,4.717760014
South,Peaty,Soybean,847.9196604,39.88609669,TRUE,TRUE,Rainy,134,8.386296213
East,Loam,Wheat,503.3376661,16.18608218,TRUE,TRUE,Rainy,86,6.524127478
West,Peaty,Soybean,846.0654882,15.77365563,FALSE,TRUE,Rainy,87,6.24572648
South,Sandy,Barley,607.7248242,34.21532864,TRUE,FALSE,Cloudy,132,5.333449275
South,Clay,Rice,651.6644637,30.88349722,TRUE,FALSE,Sunny,96,5.528972725
North,Sandy,Cotton,781.4334251,25.53513415,TRUE,FALSE,Rainy,66,5.877820115
West,Loam,Rice,325.8699558,23.42636244,TRUE,TRUE,Sunny,79,5.001376199
North,Peaty,Maize,850.9263402,31.69392188,TRUE,TRUE,Rainy,107,7.660623221
West,Loam,Maize,964.7073422,26.83998595,FALSE,TRUE,Cloudy,61,5.802568407
North,Peaty,Wheat,227.3966622,32.90981918,FALSE,TRUE,Sunny,81,3.25269476
West,Peaty,Maize,133.2514889,36.43258809,FALSE,TRUE,Cloudy,120,2.367384987
West,Silt,Maize,488.2092874,28.75206952,TRUE,TRUE,Cloudy,66,5.756476649
West,Peaty,Wheat,356.280872,25.49453041,TRUE,TRUE,Rainy,125,4.771794046
East,Peaty,Cotton,101.0194206,33.80413111,FALSE,FALSE,Rainy,117,-0.007103269
South,Loam,Rice,757.1739295,35.776646,TRUE,TRUE,Sunny,107,6.964758921
West,Sandy,Cotton,696.535335,32.82852387,TRUE,FALSE,Sunny,88,5.470746957
East,Clay,Barley,199.7848962,23.65775655,FALSE,FALSE,Sunny,141,1.811569591
East,Silt,Rice,471.9912635,15.63388038,FALSE,TRUE,Sunny,93,4.583574804
North,Sandy,Barley,120.067699,35.14565762,TRUE,FALSE,Sunny,97,2.395456127
South,Loam,Soybean,283.2223961,35.56953662,TRUE,TRUE,Rainy,123,3.946385766
South,Chalky,Soybean,202.1594499,17.99240792,FALSE,FALSE,Rainy,143,1.404255588
North,Chalky,Wheat,606.3232294,21.53300068,FALSE,FALSE,Cloudy,77,3.294209452
South,Loam,Maize,307.7067727,34.31677393,TRUE,FALSE,Sunny,130,3.546996097
North,Peaty,Rice,938.8639975,21.41042082,TRUE,FALSE,Cloudy,79,6.137758707
East,Silt,Maize,701.6374756,22.91265509,FALSE,FALSE,Cloudy,104,3.595842069
East,Peaty,Rice,745.3944476,32.87995605,TRUE,TRUE,Sunny,111,7.229097928
West,Peaty,Wheat,135.762878,21.54430511,FALSE,TRUE,Rainy,87,1.646562091
North,Chalky,Barley,322.1906568,28.99321277,FALSE,FALSE,Cloudy,95,1.848451732
East,Clay,Cotton,569.2961349,34.97324736,TRUE,TRUE,Sunny,73,6.695671683
East,Loam,Wheat,541.1505217,39.92691312,TRUE,FALSE,Cloudy,68,4.509037684
North,Sandy,Wheat,514.7855407,35.62100342,TRUE,FALSE,Rainy,71,5.259987843
East,Sandy,Cotton,809.9944224,22.36980946,TRUE,TRUE,Cloudy,99,6.935900082
South,Sandy,Barley,365.5517483,26.3821813,FALSE,FALSE,Cloudy,111,2.106257724
East,Chalky,Cotton,157.0901554,32.8117602,TRUE,TRUE,Sunny,78,3.812099425
North,Chalky,Rice,760.2426017,35.26162634,TRUE,FALSE,Rainy,68,5.767918096
South,Silt,Wheat,705.8152311,24.15189465,TRUE,FALSE,Cloudy,62,5.464426776
South,Clay,Rice,632.0865101,29.13572873,TRUE,FALSE,Sunny,134,5.09999045
East,Silt,Barley,644.2868694,23.68756077,TRUE,TRUE,Sunny,80,5.818758762
West,Clay,Rice,861.0177848,16.18748152,FALSE,FALSE,Sunny,113,4.912212142
South,Silt,Wheat,740.9936187,38.55072604,TRUE,TRUE,Sunny,110,7.244128355
North,Loam,Barley,468.4267041,17.01977549,FALSE,TRUE,Rainy,89,4.490983154
West,Silt,Wheat,464.5982784,37.64740409,FALSE,FALSE,Cloudy,92,3.776438216
West,Sandy,Cotton,690.5943253,23.74571805,FALSE,TRUE,Cloudy,86,4.835537647
South,Silt,Wheat,572.3531296,22.83648453,FALSE,TRUE,Sunny,140,4.592402076
East,Clay,Wheat,220.4810092,39.42782599,FALSE,TRUE,Sunny,98,3.135660746
West,Peaty,Wheat,822.2162136,27.89324846,FALSE,FALSE,Sunny,99,4.007899142
East,Chalky,Rice,450.3948105,23.87336481,TRUE,FALSE,Cloudy,83,3.923571369
South,Chalky,Barley,329.2906265,28.09830844,FALSE,FALSE,Rainy,99,1.871937991
North,Clay,Rice,348.6577348,15.47502623,TRUE,TRUE,Cloudy,149,5.004671299
West,Clay,Wheat,622.9178355,20.93042072,TRUE,TRUE,Rainy,98,6.799004714
North,Chalky,Wheat,604.9318061,17.47799644,TRUE,TRUE,Sunny,112,6.617191829
East,Silt,Barley,360.9638124,24.8416715,TRUE,FALSE,Sunny,99,4.681977545
East,Peaty,Barley,455.45138,32.00634452,TRUE,FALSE,Sunny,121,4.883516397
North,Chalky,Rice,248.2225877,26.35923218,FALSE,FALSE,Rainy,72,1.654025411
South,Silt,Cotton,481.1685959,17.14482774,FALSE,FALSE,Sunny,117,2.981164966
South,Chalky,Soybean,964.6087152,25.9924808,FALSE,TRUE,Rainy,105,6.410150536
West,Silt,Wheat,192.0376634,16.76039981,TRUE,FALSE,Cloudy,119,2.911309751
West,Peaty,Soybean,858.2304821,15.29960758,FALSE,FALSE,Rainy,70,4.906002227
South,Clay,Barley,209.0214841,37.93100178,TRUE,TRUE,Cloudy,119,3.140345162
South,Clay,Barley,661.2294152,24.87379009,TRUE,TRUE,Cloudy,96,6.248272722
North,Loam,Maize,500.7696586,23.10546789,FALSE,FALSE,Sunny,82,2.578601986
East,Peaty,Rice,219.5929484,38.50226842,FALSE,FALSE,Rainy,77,1.377031006
East,Peaty,Wheat,676.4070143,15.34593732,FALSE,TRUE,Cloudy,68,5.660090484
West,Sandy,Maize,486.169115,23.35339047,FALSE,TRUE,Cloudy,137,3.934758895
South,Chalky,Wheat,406.7562496,22.67780151,TRUE,FALSE,Rainy,72,3.465751846
North,Sandy,Wheat,697.6550614,27.11215453,FALSE,FALSE,Rainy,145,3.39612145
West,Sandy,Barley,543.5263528,24.37822654,TRUE,TRUE,Rainy,83,6.225019315
North,Peaty,Rice,403.722726,33.16641519,TRUE,FALSE,Sunny,122,4.127995898
South,Silt,Barley,959.7290551,16.28843757,TRUE,TRUE,Cloudy,101,6.924070939
South,Loam,Wheat,437.3650352,19.69039521,TRUE,TRUE,Cloudy,120,5.231854844
South,Sandy,Rice,641.9221376,22.02863752,FALSE,TRUE,Rainy,78,4.487633394
East,Chalky,Wheat,693.3510056,25.83373008,TRUE,FALSE,Cloudy,85,5.443058891
South,Silt,Barley,301.7095799,32.0434992,TRUE,TRUE,Rainy,126,4.97788857
West,Silt,Maize,989.8133974,36.88311289,TRUE,FALSE,Sunny,130,6.497631929
East,Loam,Rice,210.7909097,18.47492911,FALSE,FALSE,Rainy,81,0.964496839
North,Loam,Rice,194.6600392,27.1734428,FALSE,FALSE,Sunny,134,1.461295195
West,Peaty,Wheat,819.2800638,20.15013856,FALSE,FALSE,Sunny,145,4.382379601
West,Peaty,Barley,530.5115951,15.57316271,TRUE,TRUE,Sunny,101,5.858981589
North,Chalky,Barley,114.7733541,15.25228049,TRUE,FALSE,Cloudy,115,2.618418662
East,Chalky,Cotton,248.1963906,31.59078387,TRUE,TRUE,Rainy,91,4.450241001
West,Peaty,Cotton,227.1159315,20.11709221,TRUE,FALSE,Cloudy,129,1.965651259
West,Clay,Soybean,522.9326402,24.97306762,TRUE,FALSE,Sunny,92,5.002817063
West,Silt,Cotton,565.2792497,39.74556663,FALSE,TRUE,Rainy,104,4.476574904
East,Chalky,Barley,162.9571034,35.08525709,FALSE,TRUE,Rainy,102,2.366521553
East,Silt,Rice,893.0295652,28.29138156,FALSE,TRUE,Cloudy,102,5.771682511
East,Clay,Soybean,571.2564554,32.80410835,TRUE,TRUE,Rainy,64,5.874917252
West,Peaty,Wheat,336.2728814,17.65969625,TRUE,TRUE,Sunny,64,5.65351512
South,Loam,Cotton,769.3632259,35.06534362,TRUE,FALSE,Sunny,65,6.292183618
North,Loam,Maize,574.4810213,37.47117985,FALSE,FALSE,Rainy,103,4.474664381
South,Loam,Cotton,914.3037957,16.13478627,FALSE,TRUE,Sunny,101,5.428737735
East,Clay,Soybean,378.3811135,15.63542847,TRUE,TRUE,Sunny,145,4.126946108
West,Peaty,Soybean,318.0807681,27.84755722,FALSE,FALSE,Cloudy,78,2.216846805
West,Loam,Wheat,656.3449742,15.84526986,TRUE,TRUE,Cloudy,137,5.913800004
South,Loam,Barley,129.5884382,18.36415745,TRUE,FALSE,Sunny,138,3.065905077
South,Sandy,Cotton,377.2725907,29.78756352,TRUE,FALSE,Rainy,124,3.710530612
North,Clay,Soybean,773.1694012,39.91140056,FALSE,FALSE,Rainy,109,4.301193366
West,Loam,Rice,483.1975987,37.42850047,FALSE,TRUE,Cloudy,62,4.551710608
South,Silt,Barley,414.5464215,26.23991325,FALSE,TRUE,Cloudy,85,4.088273061
North,Loam,Wheat,508.4674517,19.29036235,TRUE,FALSE,Sunny,135,4.539631066
East,Chalky,Soybean,849.1028276,30.99048215,FALSE,FALSE,Rainy,65,5.179824307
South,Peaty,Wheat,880.7353855,26.49746086,FALSE,TRUE,Cloudy,127,5.409927624
East,Peaty,Soybean,499.698165,27.40681389,FALSE,TRUE,Sunny,94,4.593649006
North,Clay,Soybean,487.633218,22.77214525,TRUE,TRUE,Rainy,111,4.887175251
East,Chalky,Rice,731.5972378,39.97017501,FALSE,TRUE,Cloudy,92,5.340329211
West,Peaty,Wheat,630.042298,30.1545497,FALSE,FALSE,Cloudy,68,4.011075846
West,Loam,Barley,848.4621084,32.35787281,TRUE,TRUE,Rainy,127,8.130641185
East,Sandy,Cotton,684.1878451,19.48805745,FALSE,TRUE,Rainy,108,5.204241774
West,Peaty,Maize,423.7583867,17.05778775,TRUE,FALSE,Sunny,111,3.679653131
North,Silt,Rice,155.2423928,33.0237309,FALSE,FALSE,Cloudy,80,1.153466501
West,Sandy,Wheat,488.2705303,24.17939292,FALSE,TRUE,Cloudy,119,3.806729677
East,Loam,Rice,565.849245,30.27369411,FALSE,FALSE,Sunny,85,3.312356658
East,Loam,Maize,244.0030648,24.36054251,TRUE,TRUE,Cloudy,78,4.915508875
East,Loam,Cotton,645.259227,28.74621596,TRUE,FALSE,Sunny,84,4.977581125
South,Silt,Wheat,530.4431171,18.56302216,TRUE,TRUE,Sunny,72,5.673419448
East,Peaty,Maize,121.9762642,30.98857111,FALSE,TRUE,Sunny,71,2.446799035
North,Loam,Maize,621.7257622,36.202413,TRUE,TRUE,Cloudy,132,7.067807004
West,Loam,Maize,966.0138615,30.05385798,TRUE,FALSE,Cloudy,111,7.580681693
West,Sandy,Barley,476.3966597,21.14170633,TRUE,TRUE,Sunny,86,5.606568732
South,Sandy,Cotton,504.8082612,36.40571405,FALSE,TRUE,Sunny,128,5.857821955
South,Loam,Maize,851.9240416,35.14965244,TRUE,FALSE,Sunny,71,7.160285035
North,Chalky,Maize,214.7950396,26.84407004,TRUE,TRUE,Rainy,148,4.233849499
East,Loam,Cotton,242.5600096,17.00263966,TRUE,TRUE,Cloudy,73,3.689914523
South,Sandy,Wheat,932.1538673,18.48591129,TRUE,FALSE,Cloudy,114,5.790843952
West,Loam,Maize,526.8832082,18.15320329,TRUE,FALSE,Rainy,75,5.441491498
South,Sandy,Soybean,272.7281677,19.39281285,FALSE,TRUE,Sunny,100,3.581324998
South,Silt,Barley,564.2585098,15.2819224,FALSE,TRUE,Rainy,80,4.408428494
East,Loam,Wheat,438.2413507,17.08646468,TRUE,FALSE,Rainy,127,4.257970242
South,Sandy,Soybean,825.1738481,29.93689929,TRUE,FALSE,Rainy,66,5.82427328
North,Sandy,Wheat,227.1220477,15.50189298,FALSE,TRUE,Cloudy,147,3.122514286
West,Clay,Rice,872.6793346,36.60491642,TRUE,FALSE,Cloudy,98,6.959399188
East,Clay,Cotton,604.1156174,23.67123351,TRUE,TRUE,Rainy,97,5.887912533
West,Sandy,Barley,403.8751415,30.096462,FALSE,FALSE,Cloudy,98,2.471973572
North,Peaty,Wheat,506.4708006,25.24436611,TRUE,TRUE,Sunny,136,6.325668881
North,Silt,Maize,568.858393,36.18682485,FALSE,FALSE,Rainy,97,3.139982483
South,Silt,Rice,996.0745711,34.57411746,FALSE,FALSE,Sunny,132,6.04923457
South,Sandy,Maize,404.1553744,27.13554959,FALSE,TRUE,Cloudy,120,3.459212177
South,Peaty,Cotton,602.5272161,18.92349807,FALSE,FALSE,Cloudy,109,3.434346416
West,Chalky,Cotton,314.3688291,23.3313561,TRUE,FALSE,Sunny,102,4.08364547
North,Clay,Rice,345.4469327,25.70971875,TRUE,FALSE,Sunny,146,3.791777487
East,Clay,Cotton,907.753567,26.19013468,FALSE,FALSE,Rainy,63,4.798483138
South,Loam,Maize,829.0459018,16.23761716,FALSE,FALSE,Cloudy,91,4.781813151
West,Silt,Wheat,683.6492238,16.75913046,FALSE,FALSE,Cloudy,72,4.075293909
South,Sandy,Cotton,191.6941583,38.00669179,FALSE,FALSE,Cloudy,87,0.9772871
North,Clay,Rice,752.0422898,39.54862564,FALSE,TRUE,Sunny,105,5.772749228
East,Silt,Cotton,316.3168854,15.56418976,TRUE,TRUE,Cloudy,68,4.277630062
North,Peaty,Barley,239.7003643,29.86446181,FALSE,TRUE,Rainy,143,3.38929938
West,Clay,Wheat,848.3189546,38.15850757,FALSE,FALSE,Sunny,74,4.280884149
South,Silt,Soybean,703.6532828,24.4709146,FALSE,TRUE,Cloudy,62,5.226314978
North,Peaty,Wheat,157.3318883,19.51407279,TRUE,TRUE,Rainy,105,3.896911435
West,Loam,Barley,263.7595514,25.60180625,TRUE,TRUE,Cloudy,67,4.799731535
South,Chalky,Maize,288.0501721,19.27533012,FALSE,FALSE,Sunny,145,2.884620016
East,Silt,Cotton,451.2340054,26.10385964,TRUE,FALSE,Rainy,122,4.293408442
North,Clay,Maize,781.615383,17.45592854,FALSE,TRUE,Rainy,67,6.114698663
South,Chalky,Rice,557.7250519,34.16797009,FALSE,TRUE,Cloudy,94,4.002784252
South,Loam,Wheat,319.745135,25.19320486,TRUE,TRUE,Rainy,96,5.369530606
South,Sandy,Wheat,109.7990283,35.83164266,TRUE,TRUE,Rainy,103,3.361720372
South,Chalky,Wheat,445.2739392,23.65923262,TRUE,FALSE,Sunny,145,5.139312007
